SID,DOB,DOT,Age,Sex,Location,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Exclude Trial,Exclude Trial Reason
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,5,8,8,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,18,0,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,IDK first?,0,0,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Memory_check_answer,8,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Raw_string,1-39,NA,NA,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Highest_count,39,HELP,NA,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,1,3,3,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,2,4,4,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,3,5,5,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,4,6,6,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,5,6,6,1,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,6,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,7,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
011120-H,NA,1/11/20,4.5,F,Birch,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,1,3,3,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,2,4,4,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,3,10,10,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,4,6,6,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,5,8,7,0,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,"IDK, 6",0,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Memory_check_answer,8,1,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Raw_string,"1-16, 29, 28, 1-16, 29, 28, 27",NA,NA,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Highest_count,16,HELP,NA,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,1,3,3,1,1,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,2,4,4,1,1,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,3,5,5,1,1,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,4,6,4,0,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,5,6,6,1,1,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,6,6,6,1,1,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,7,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
11620-DD,2/3/16,1/16/20,3.950718686,M,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,1,1,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,2,2,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,1,4,4,1,1,tried to count,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,2,3,3,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,3,8,8,1,1,wanted to count,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,4,6,6,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,5,10,9,0,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Neutral-Final Question,3,0,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,IDK first?,0,0,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Memory_check_answer,3,0,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Raw_string,1-39,NA,NA,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Highest_count,39,HELP,NA,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,1,3,3,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,2,4,4,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,3,5,6,0,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,4,4,4,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,5,5,5,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,6,6,6,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,7,6,6,1,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,8,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,9,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,10,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,11,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,12,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,13,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,14,NA,,HELP,,,,
11620-SS,12/24/15,1/16/20,4.062970568,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,15,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,1,3,3,1,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,2,4,4,1,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,3,10,7,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,4,6,5,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,5,8,5,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,IDK,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Set-matching,NA,Memory_check_answer,IDK,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Highest count,NA,Raw_string,"1-4, 6",NA,NA,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Highest count,NA,Highest_count,4,HELP,NA,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,1,3,10,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,2,2,3,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,3,1,1,1,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,4,2,2,1,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,5,3,4,0,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,6,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,7,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
11620-BA,3/31/16,1/16/20,3.794661191,M,Adventure Days,RMS,RMS,English,1,Non-CP,2,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,1,1,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,2,2,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,1,4,4,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,2,3,3,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,3,8,7,0,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,4,6,6,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,5,10,13,0,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Neutral-Final Question,"IDK, 10",0,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Memory_check_answer,10,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Raw_string,1-10,NA,NA,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Highest_count,10,HELP,NA,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,1,3,3,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,2,4,4,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,3,5,5,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,4,6,6,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,5,6,6,1,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,6,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,7,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,8,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,9,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,10,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,11,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,12,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,13,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,14,NA,,HELP,,,,
11620-BT,2/20/15,1/16/20,4.90349076,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,15,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,Training,2,2,1,1,"""two of them""",,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,1,3,3,1,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,2,4,4,1,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,3,10,10,1,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,4,6,7,0,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,5,8,9,0,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,10,0,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,IDK first?,0,0,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Set-matching,NA,Memory_check_answer,8,1,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Raw_string,"1-49, 80-89, 70-79, 90-100",NA,NA,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Highest count,NA,Highest_count,49,HELP,NA,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,1,3,3,1,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,2,4,4,1,1,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,3,5,5,1,1,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,4,6,6,1,1,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,5,6,6,1,1,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,6,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,7,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,8,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,9,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,10,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,11,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,12,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,13,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,14,NA,,HELP,,,,
11620-C,1/9/15,1/16/20,5.018480493,F,Adventure Days,RMS,RMS,English,0,,CP,A,NEUTRAL,Give_N,15,NA,,HELP,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,1,1,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,Training,2,2,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,1,4,4,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,2,3,3,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,3,8,8,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,4,6,6,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,5,10,10,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Neutral-Final Question,IDK,0,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,IDK first?,1,0,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Set-matching,NA,Memory_check_answer,10,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Raw_string,1-20,NA,NA,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Highest count,NA,Highest_count,20,HELP,NA,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,1,3,3,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,2,4,4,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,3,5,5,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,4,6,6,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,5,6,6,1,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,6,NA,,HELP,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,7,NA,,HELP,,,,
11620-E,10/26/15,1/16/20,4.224503765,F,Adventure Days,RMS,RMS,English,0,,CP,B,NEUTRAL,Give_N,8,NA,,HELP,,,,
