SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes
110319-A,3.427789185,M,OM,OM,English,0,,3,A,SHARING,Give_N,10,NA,,HELP,,
110319-A,3.427789185,M,OM,OM,English,0,,3,A,SHARING,Give_N,11,NA,,HELP,,
110319-A,3.427789185,M,OM,OM,English,0,,3,A,SHARING,Give_N,12,NA,,HELP,,
110319-A,3.427789185,M,OM,OM,English,0,,3,A,SHARING,Give_N,13,NA,,HELP,,
110319-A,3.427789185,M,OM,OM,English,0,,3,A,SHARING,Give_N,14,NA,,HELP,,
110319-A,3.427789185,M,OM,OM,English,0,,3,A,SHARING,Give_N,15,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,Training,2,2,1,0,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,1,4,4,1,0,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,2,3,3,1,0,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,3,8,8,1,0,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,4,6,6,1,0,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,5,10,10,1,0,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Highest count,NA,Raw_string,20-Jan,NA,NA,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Highest count,NA,Highest_count,20,NA,NA,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,1,1,1,1,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,2,2,2,1,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,3,3,3,1,1,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,4,4,4,1,1,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,5,5,5,1,1,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,6,6,6,1,1,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,7,6,6,1,1,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,8,6,6,1,1,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,9,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,10,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,11,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,12,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,13,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,14,NA,,HELP,,
110219-K,4.605065024,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,15,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Set-matching,Training,2,2,1,0,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Set-matching,1,3,3,1,0,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Set-matching,2,4,4,1,0,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Set-matching,3,10,12,0,0,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Set-matching,4,6,15,0,0,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Set-matching,5,8,15,0,0,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Highest count,NA,Raw_string,"1-20, 21-75, 77-100",NA,NA,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Highest count,NA,Highest_count,100,NA,NA,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,1,1,1,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,2,2,2,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,3,3,3,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,4,4,4,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,5,5,5,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,6,6,6,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,7,6,6,1,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,8,6,6,1,1,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,9,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,10,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,11,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,12,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,13,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,14,NA,,HELP,,
110219-G,4.301163587,M,LAK,LAK,English,0,,CP,A,MATCHING,Give_N,15,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,Training,2,2,1,0,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,1,4,4,1,0,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,2,3,3,1,0,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,3,8,11,0,0,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,4,6,10,0,0,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Set-matching,5,10,12,0,0,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Highest count,NA,Raw_string,"1-39, 40-75, 77-86, 88-100",NA,NA,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Highest count,NA,Highest_count,100,NA,NA,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,1,1,1,1,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,2,2,2,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,3,3,3,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,4,4,4,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,5,5,5,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,6,6,6,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,7,6,6,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,8,6,6,1,1,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,9,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,10,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,11,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,12,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,13,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,14,NA,,HELP,,
110219-MR,4.284736482,F,LAK,LAK,English,0,,CP,B,MATCHING,Give_N,15,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Set-matching,Training,2,2,1,0,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Set-matching,1,3,5,0,0,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Set-matching,2,4,6,0,0,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Set-matching,3,10,14,0,0,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Set-matching,4,6,15,0,0,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Set-matching,5,8,15,0,0,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Highest count,NA,Raw_string,NA,NA,NA,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Highest count,NA,Highest_count,NA,NA,NA,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,1,1,1,1,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,2,2,2,1,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,3,3,3,1,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,4,4,5,0,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,5,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,6,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,7,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,8,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,9,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,10,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,11,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,12,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,13,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,14,NA,,HELP,,
110219-E ,4.27652293,M,LAK,LAK,English,1,DNF,NA,A,MATCHING,Give_N,15,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Set-matching,Training,2,2,1,0,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Set-matching,1,4,5,0,0,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Set-matching,2,3,3,1,0,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Set-matching,3,8,11,0,0,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Set-matching,4,6,8,0,0,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Set-matching,5,10,10,1,0,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Highest count,NA,Raw_string,1-100,NA,NA,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Highest count,NA,Highest_count,100,NA,NA,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,1,1,1,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,2,2,2,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,3,3,3,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,4,4,4,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,5,5,5,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,6,6,6,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,7,6,6,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,8,6,6,1,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,9,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,10,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,11,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,12,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,13,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,14,NA,,HELP,,
110219-ZL,4.325804244,F,EL,EL,English,0,,CP,B,SHARING,Give_N,15,NA,,HELP,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Set-matching,Training,2,2,1,0,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Set-matching,1,3,3,1,0,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Set-matching,2,4,5,0,0,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Set-matching,3,10,13,0,0,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Set-matching,4,6,13,0,0,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Set-matching,5,8,13,0,0,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Highest count,NA,Raw_string,"1-4, 9-13, 9-11, 17-18",NA,NA,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Highest count,NA,Highest_count,13,NA,NA,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,1,1,1,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,2,2,2,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,3,3,3,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,4,4,4,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,5,5,5,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,6,6,6,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,7,6,10,0,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,8,5,6,0,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,9,4,4,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,10,4,8,0,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,11,3,3,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,12,3,3,1,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,13,NA,,HELP,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,14,NA,,HELP,,
111019-L,4.358658453,M,OM,OM,English,0,,4,A,SHARING,Give_N,15,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Set-matching,Training,2,2,1,0,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Set-matching,1,4,4,1,0,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Set-matching,2,3,4,0,0,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Set-matching,3,8,13,0,0,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Set-matching,4,6,9,0,0,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Set-matching,5,10,13,0,0,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Highest count,NA,Raw_string,"1-14, 16-20",NA,NA,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Highest count,NA,Highest_count,20,NA,NA,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,1,1,1,1,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,2,2,2,1,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,3,3,3,1,Count,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,4,4,4,1,Count,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,5,5,5,1,Count,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,6,6,6,1,Count,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,7,6,6,1,Count,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,8,,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,9,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,10,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,11,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,12,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,13,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,14,NA,,HELP,,
111019-M,4.501026694,F,OM,OM,English,0,,CP,B,SHARING,Give_N,15,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,Training,2,2,1,0,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,1,3,3,1,0,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,2,4,4,1,0,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,3,10,13,0,0,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,4,6,13,0,0,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Set-matching,5,8,13,0,0,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Highest count,NA,Raw_string,10-Jan,NA,NA,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Highest count,NA,Highest_count,10,NA,NA,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,1,1,1,1,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,2,2,2,1,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,3,3,3,1,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,4,4,4,1,count,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,5,5,5,1,count,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,6,6,6,1,count,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,7,6,6,1,count,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,8,,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,9,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,10,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,11,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,12,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,13,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,14,NA,,HELP,,
111019-C,3.197809719,F,OM,OM,English,0,,CP,A,SHARING,Give_N,15,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,Training,2,2,1,0,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,1,3,3,1,0,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,2,4,4,1,0,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,3,10,9,0,0,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,4,6,6,1,0,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,5,8,3,0,0,Distracted
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Highest count,NA,Raw_string,Jan-39,NA,NA,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Highest count,NA,Highest_count,39,NA,NA,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,1,1,1,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,2,2,2,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,3,3,3,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,4,4,4,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,5,5,5,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,6,6,6,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,7,6,6,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,8,6,6,1,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,9,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,10,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,11,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,12,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,13,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,14,NA,,HELP,,
112219-D,4.928131417,M,AY,RMS,English,0,,CP,A,SHARING,Give_N,15,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Set-matching,Training,2,2,1,0,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Set-matching,1,3,3,1,0,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Set-matching,2,4,4,1,0,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Set-matching,3,10,10,1,0,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Set-matching,4,6,6,1,0,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Set-matching,5,8,8,1,0,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Highest count,NA,Raw_string,6-Jan,NA,NA,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Highest count,NA,Highest_count,6,NA,NA,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,1,1,1,1,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,2,2,2,1,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,3,3,6,0,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,4,2,2,1,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,5,3,7,0,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,6,2,2,1,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,7,3,6,0,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,8,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,9,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,10,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,11,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,12,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,13,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,14,NA,,HELP,,
112219-F,4.358658453,M,AY,RMS,English,0,,2,A,SHARING,Give_N,15,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Set-matching,Training,2,2,1,0,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Set-matching,1,4,3,0,0,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Set-matching,2,3,5,0,0,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Set-matching,3,8,9,0,0,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Set-matching,4,6,7,0,0,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Set-matching,5,10,9,0,1,"some kind of counting, but not numbers"
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Highest count,NA,Raw_string,"1-12, 14, 14, 15-19, 21-29, 12, ""20-40"", 29, 20, 1-6, 4...12, 14-20, 21-29, 40, 21, 24, 26-29, 40, 20-21, 26, 29, 40, ""40-50""",NA,NA,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Highest count,NA,Highest_count,29,NA,NA,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,1,1,1,1,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,2,2,2,1,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,3,3,3,1,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,4,4,9,0,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,5,3,3,1,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,6,4,9,0,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,7,3,3,1,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,8,4,8,0,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,9,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,10,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,11,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,12,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,13,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,14,NA,,HELP,,
112219-L,4.167008898,M,AY,RMS,English,0,,3,B,SHARING,Give_N,15,NA,,HELP,,
112219-E,4.613278576,M,AY,RMS,English,0,,CP,A,SHARING,Set-matching,Training,2,2,1,0,
