SID,Age,Sex,Language,Exclude,Exclude_reason,Knower_level,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Counting_validate,Num_lang
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,2,4,4,1,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,3,5,5,1,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,4,6,6,1,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,5,6,6,1,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,6,6,6,1,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_104,4.106776181,M,English,0,,CP,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,2,4,5,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,3,10,9,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,4,8,10,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Parallel,5,6,7,0,0,"put 8, then fixed",0,0
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,1,4,5,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,2,3,9,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,3,8,11,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,4,10,9,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Orthogonal,5,6,9,0,0,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,10 - Score,1,NA,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,10 - Num_counted_to,11,0,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,10 - Answer_how_many,11,0,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Highest count,NA,Raw_string,"1-7, 4,-12, 16",NA,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Highest count,NA,Highest_count,12,NA,NA,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,1,3,3,1,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,2,4,5,0,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,3,3,2,0,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,4,2,2,1,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,5,3,3,1,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,6,4,3,0,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_105,3.575633128,M,English,0,,3,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,2,4,4,1,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,3,10,11,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,4,8,9,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Parallel,5,6,7,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,1,4,6,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,2,3,4,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,3,8,7,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,4,10,9,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Orthogonal,5,6,11,0,0,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,10 - Score,3,NA,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,10 - Num_counted_to,10,1,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,10 - Answer_how_many,10,1,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Highest count,NA,Raw_string,"1, 8, 2-11, 18-19, twelveteen, oneteen, nineteen, twenty, eighteen, nineteen",NA,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Highest count,NA,Highest_count,1,NA,NA,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,1,3,3,1,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,2,4,4,1,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,3,5,7,0,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,4,4,4,1,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,5,5,4,0,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,6,4,4,1,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,7,5,4,0,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_106,3.890485969,M,English,0,,4,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,2,4,4,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,3,10,8,0,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,4,8,7,0,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Parallel,5,6,6,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,1,4,5,0,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,3,8,8,1,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,4,10,7,0,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Orthogonal,5,6,8,0,0,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,10 - Score,1,NA,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,10 - Num_counted_to,9,0,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,10 - Answer_how_many,6,0,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,2,NA,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,8 - Score,0,NA,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,8 - Num_counted_to,6,0,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,8 - Answer_how_many,6 (recounted),0,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,1,NA,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Highest count,NA,Raw_string,"1-9, 11-13, 16, 18, 19, 11, 12, 13, 16, 18",NA,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Highest count,NA,Highest_count,9,NA,NA,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,1,3,3,1,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,2,4,4,1,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,3,5,5,1,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,4,6,5,0,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,5,5,5,1,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,6,6,7,0,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,7,5,5,1,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,8,6,7,0,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_107,4.62696783,M,English,0,,5,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,2,4,3,0,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,3,10,15,0,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,4,8,8,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Parallel,5,6,7,0,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,1,4,6,0,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,2,3,7,0,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,3,8,6,0,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,4,10,9,0,0,said 1,0,0
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Orthogonal,5,6,6,1,0,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,10 - Score,3,NA,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,10 - Num_counted_to,10,1,NA,counted over and got 11,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,10 - Answer_how_many,10,1,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Highest count,NA,Raw_string,"1-12, 14, 18",NA,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Highest count,NA,Highest_count,12,NA,NA,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,1,3,3,1,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,2,4,4,1,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,3,5,5,1,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,4,6,6,1,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,5,6,9,0,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,6,5,5,1,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,7,6,6,1,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_108,4.429842574,F,English,0,,CP,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,1,3,3,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,2,4,4,1,0,counted fish in exp's pond,1,0
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,3,10,9,0,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,4,8,8,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Parallel,5,6,5,0,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,Training,1,11,0,0,gave feedback to show correct model,0,0
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,1,4,4,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,2,3,4,0,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,3,8,9,0,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,4,10,10,1,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Orthogonal,5,6,7,0,0,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,10 - Score,3,NA,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,10 - Num_counted_to,10,1,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,10 - Answer_how_many,10,1,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,8 - Score,3,NA,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Highest count,NA,Raw_string,"1-13, 1-9, 11-14, 16",NA,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Highest count,NA,Highest_count,13,NA,NA,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,1,3,3,1,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,2,4,4,1,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,3,5,5,1,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,4,6,6,1,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,5,6,6,1,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,6,6,6,1,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_109,4.145106092,M,English,0,,CP,NONIDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,1,3,3,1,1,"counted as placed first 2 fish; ""There's 3!""",1,0
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,2,4,5,0,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,3,10,12,0,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,4,8,10,0,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Parallel,5,6,9,0,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,1,4,4,1,1,started counting as placed fish but exp's stopped,1,0
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,2,3,3,1,1,same as above,1,0
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,3,8,15,0,1,same as above,1,0
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,4,10,11,0,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Orthogonal,5,6,15,0,0,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,10 - Score,2,NA,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,10 - Num_counted_to,11,0,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,10 - Answer_how_many,11,0,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,10,NA,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,8 - Score,2,NA,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,8 - Num_counted_to,8,1,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,8 - Answer_how_many,8,0,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,How Many,NA,8 - Num_objects_correctly_counted,8,NA,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Highest count,NA,Raw_string,"1-13, 16-19, 21-29, 20-80 dollars",NA,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Highest count,NA,Highest_count,13,NA,NA,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,1,3,3,1,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,2,4,5,0,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,3,3,3,1,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,4,4,8->5,0,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,5,3,3,1,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,6,4,6->5,0,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_110,3.455167693,F,English,0,,3,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,Training,1,15,0,0,placed randomly; gave feedback to show correct match,0,0
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,2,4,6,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,3,10,15,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,4,8,12,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Parallel,5,6,8,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,Training,1,1,1,0,"exp. accidentally said ""1 fish""",0,0
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,Training,2,2,1,1,"""There's 2!""",0,1
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,1,4,12,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,2,3,4,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,3,8,11,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,4,10,12,0,0,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,Orthogonal,5,6,15,0,0,placed randomly,0,0
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,How Many,NA,10 - Score,1,NA,NA,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,How Many,NA,10 - Num_counted_to,19,0,NA,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,How Many,NA,10 - Answer_how_many,4,0,NA,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,How Many,NA,10 - Num_objects_correctly_counted,2,NA,NA,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,How Many,NA,8 - Score,1,NA,NA,,,
one-one_111,4.191649555,F,English,0,,2,IDENTICAL,How Many,NA,8 - Num_counted_to,9,0,NA,,,
