SID,Age,Sex,Experimenter,Entered by,Language,Exclude,Exclude_reason,Knower_level,Counterbalance,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Exclude Trial,Exclude Trial Reason
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,1,1,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,2,2,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,1,4,4,1,1,counting,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,2,3,3,1,1,those are 3,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,3,8,8,1,,"""How many are there?""",,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,4,6,6,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,5,10,9,0,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,NA,Neutral-Final Question,IDK,0,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Raw_string,"1-39, 20-23",NA,NA,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Highest_count,39,HELP,NA,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Score,3,NA,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Score,3,NA,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_counted_to,9,0,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Answer_how_many,9,0,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,1,1,1,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,2,2,2,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,3,3,3,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,4,4,4,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,5,5,5,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,6,6,6,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,7,6,6,1,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,8,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,9,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,10,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,11,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,12,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,13,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,14,NA,,HELP,,,,
112619-K,4.292950034,F,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,15,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,Training,1,1,1,1,Number language,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,Training,2,2,1,1,Number language,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,1,3,3,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,2,4,5,0,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,3,10,15,0,,"""I think I have to do all of them""",,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,4,6,15,0,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,5,8,15,0,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Highest count,NA,Raw_string,"1-12, 14, 18",NA,NA,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Highest count,NA,Highest_count,12,HELP,NA,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Score,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Num_counted_to,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Answer_how_many,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,7 - Num_objects_correctly_counted,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Score,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Num_counted_to,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Answer_how_many,NA,NA,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,How Many,NA,9 - Num_objects_correctly_counted,NA,,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,1,1,1,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,2,2,2,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,3,3,3,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,4,4,4,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,5,5,5,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,6,6,6,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,7,6,6,1,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,8,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
112619-IK,3.728952772,F,KK,RMS,English,0,Pilot,CP,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,Training,2,2,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,1,3,4,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,2,4,5,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,3,10,10,1,,"""All of the fish""",,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,4,6,6,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,5,8,9,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Highest count,NA,Raw_string,"1-13, 16-20, 5, 40, 11, 12",NA,NA,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Highest count,NA,Highest_count,20,HELP,NA,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,7 - Score,3,NA,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,7 - Num_counted_to,7,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,7 - Answer_how_many,7,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,9 - Score,3,NA,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,9 - Num_counted_to,9,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,9 - Answer_how_many,9,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,1,1,1,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,2,2,2,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,3,3,3,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,4,4,4,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,5,5,9,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,6,4,4,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,7,5,10,0,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,8,4,4,1,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,9,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,10,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,11,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,12,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,13,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,14,NA,,HELP,,,,
112619-O,4.298425736,F,RMS,RMS,English,0,Pilot,4,A,EXPLICIT,Give_N,15,NA,,HELP,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,Training,1,1,1,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,Training,2,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,1,3,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,2,4,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,3,10,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,4,6,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,5,8,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Highest count,NA,Raw_string,NA,NA,NA,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Highest count,NA,Highest_count,NA,HELP,NA,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,7 - Score,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,7 - Num_counted_to,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,7 - Answer_how_many,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,7 - Num_objects_correctly_counted,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,9 - Score,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,9 - Num_counted_to,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,9 - Answer_how_many,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,How Many,NA,9 - Num_objects_correctly_counted,NA,,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,1,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,2,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,3,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,4,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,5,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,6,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,7,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,8,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,9,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,10,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,11,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,12,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,13,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,14,NA,NA,NA,,,,
12219-B,4.372347707,F,RMS,RMS,English,1,Could not pass training,NA,A,EXPLICIT,Give_N,15,NA,NA,NA,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,1,1,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,Training,2,2,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,1,4,4,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,2,3,3,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,3,8,7,0,1,counting,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,4,6,6,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,5,10,10,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Raw_string,28-Jan,NA,NA,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Highest count,NA,Highest_count,28,HELP,NA,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Score,3,NA,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Score,1,NA,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_counted_to,10,0,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Answer_how_many,10,0,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,8,,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,1,1,1,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,2,2,2,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,3,3,3,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,4,4,4,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,5,5,5,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,6,6,6,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,7,6,6,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,8,6,6,1,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,9,NA,,HELP,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,10,NA,,HELP,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,11,NA,,HELP,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,12,NA,,HELP,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,13,NA,,HELP,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,14,NA,,HELP,,,,
120219-C,4.87063655,M,RMS,RMS,English,0,Pilot,CP,B,PRIMING,Give_N,15,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,Training,1,1,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,Training,2,2,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,1,3,3,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,2,4,4,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,3,10,9,0,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,4,6,4,0,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,5,8,6,0,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Set-matching,NA,Neutral-Final Question,NA,NA,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Highest count,NA,Raw_string,"1-12, 40, 50",NA,NA,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Highest count,NA,Highest_count,12,HELP,NA,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Score,3,NA,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Num_counted_to,7,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Answer_how_many,7,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Score,3,NA,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Num_counted_to,9,0,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Answer_how_many,9,0,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,How Many,NA,9 - Num_objects_correctly_counted,9,,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,1,1,1,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,2,2,2,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,3,3,3,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,4,4,4,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,5,5,5,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,6,6,6,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,7,6,6,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,8,6,6,1,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,9,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,10,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,11,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,12,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,13,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,14,NA,,HELP,,,,
120215-A,3.619438741,M,RMS,RMS,English,0,Pilot,CP,A,PRIMING,Give_N,15,NA,,HELP,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,Training,1,1,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,Training,2,2,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,1,3,3,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,2,4,4,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,3,10,9,0,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,4,6,6,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,5,8,8,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Set-matching,NA,Neutral-Final Question,5,0,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Highest count,NA,Raw_string,"1-5, 3",NA,NA,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Highest count,NA,Highest_count,5,HELP,NA,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,7 - Score,3,NA,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,7 - Num_counted_to,7,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,7 - Answer_how_many,7,1,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,7 - Num_objects_correctly_counted,7,NA,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,9 - Score,1,NA,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,9 - Num_counted_to,6,0,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,9 - Answer_how_many,5,0,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,How Many,NA,9 - Num_objects_correctly_counted,5,,,,,
12219-P,3.411362081,F,RMS,RMS,English,0,Pilot,4,A,NEUTRAL,Give_N,1,1,1,1,,,,
